"doc_id","title","cite","keywords"
"Paper_3560","STATISTICAL_ANALYSIS OF MULTIPLE SOCIOMETRIC RELATIONS","142","[]"
"Paper_3561","DYNAMIC Generalized_LINEAR_modelAND BAYESIAN FORECASTING","328","[]"
"Paper_3567","PREDICTION AND POWER_TRANSFORMATIONS WHEN THE CHOICE OF POWER IS RESTRICTED TO A FINITE_SET","16","[]"
"Paper_3572","A SIMULATION STUDY OF SOME RIDGE_ESTIMATOR","163","[]"
"Paper_3582","Identifiability, improper priors, and Gibbs sampling for generalized_linear_models","158","['convergence', 'embedded posterior', 'estimability', 'integrability', 'non-full-rank models']"
"Paper_3585","adaptive_Markov chain monte_carlo through regeneration","164","['adaptive method', 'Bayesian inference', 'Gibbs sampling', 'Markov chain Monte Carlo', 'Metropolis-Hastings algorithm', 'mixing rate', 'regeneration', 'splitting']"
"Paper_3589","latent_variable regression for multiple discrete outcomes","273","['categorical data', 'diagnosis', 'identifiability', 'latent class', 'link function', 'mixture model']"
"Paper_3593","Statistical method for profiling providers of medical care: Issues and applications","325","['acute myocardial infarction', 'excess mortality', 'Gibbs sampler', 'hierarchical regression model', 'posterior inference', 'quality of care']"
"Paper_3622","Generalized_LINEAR_modelWITH random_effect A GIBBS SAMPLING APPROACH","621","['BAYESIAN', 'CORRELATION', 'HETEROGENEITY', 'LOGISTIC REGRESSION', 'MONTE-CARLO', 'OVERDISPERSION', 'REGRESSION']"
"Paper_3632","BAYESIAN variable_selection IN LINEAR_REGRESSION","616","[]"
"Paper_3667","Nonconjugate Bayesian_ESTIMATION of covariance_matrices and its use in hierarchical model","147","['Givens angles', 'hierarchical prior', 'random effects', 'shrinkage', 'variance matrix']"
"Paper_3671","Analysis of survival_data from a randomized trial with all_or_none compliance: estimation the cost_effectiveness of a cancer screening program","58","['all-or-none compliance', 'cancer screening', 'composite linear models', 'cost-effectiveness', 'Kaplan-Meier', 'missing data', 'noncompliance', 'survival analysis']"
"Paper_3676","Computing Bayes factors by combining simulation and asymptotic approximations","213","['Bartlett corrections', ""Laplace's method"", 'model selection', 'Monte Carlo']"
"Paper_3678","Practical Bayesian density_ESTIMATION using mixtures of normals","304","['Bayesian inference', 'Markov chain Monte Carlo', 'partially proper prior', 'sieve']"
"Paper_3683","Finite_sample variance of local_polynomials: Analysis and solutions","96","['nonparametric estimation', 'nonparametric regression', 'ridge regression', 'smoothing', 'weight function']"
"Paper_3704","estimation 2ND_ORDER parameter OF VOLCANICITY FROM HISTORICAL DATA","16","[]"
"Paper_3711","SAMPLING_BASED APPROACHES TO CALCULATING MARGINAL DENSITIES","3997","[]"
"Paper_3713","THE_ESTIMATION OF THE mean_square_error OF SMALL_AREA_ESTIMATOR","398","[]"
"Paper_3729","THE CALCULATION OF POSTERIOR_distribution BY DATA AUGMENTATION","2211","[]"
"Paper_3730","survival_ANALYSIS OF BACKWARD RECURRENCE TIMES","53","[]"
"Paper_3756","Analysis of censored survival_data with intermittently observed time_dependent binary covariates","32","['failure time', 'Gibbs sampling', 'longitudinal data', 'missing data', 'relative risk']"
"Paper_3764","direct_semiparametric_ESTIMATION of single_index model with discrete covariates","146","['average derivative estimation', 'index model']"
"Paper_3766","Control charts for dependent and independent measurements based on bootstrap methods","65","['dependent processes', 'moving blocks bootstrap', 'nonparametric process control', 'Shewhart charts']"
"Paper_3775","ESTIMATION OF REGRESSION_COEFFICIENTS WHEN SOME REGRESSORS ARE NOT ALWAYS OBSERVED","1382","['COX proportional_HAZARDS MODEL', 'LINEAR REGRESSION', 'LOGISTIC REGRESSION', 'MEASUREMENT ERROR', 'MISSING COVARIATES', 'MISSING DATA', 'NONLINEAR REGRESSION', 'SEMIPARAMETRIC EFFICIENCY', 'SURVEY SAMPLING', '2-STAGE CASE-CONTROL STUDIES', 'VALIDATION STUDY']"
"Paper_3780","MEASUREMENT_error REGRESSION WITH UNKNOWN LINK dimension_REDUCTION AND DATA VISUALIZATION","51","['DATA VISUALIZATION', 'DIMENSION REDUCTION', 'ERRORS IN VARIABLES', 'GENERALIZED LINEAR MODEL', 'LOGISTIC REGRESSION', 'SLICED INVERSE REGRESSION']"
"Paper_3782","NONPARAMETRIC_ESTIMATION OF NONSTATIONARY SPATIAL covariance STRUCTURE","461","['BIORTHOGONAL GRIDS', 'DISPERSION', 'KRIGING', 'MULTIDIMENSIONAL SCALING', 'THIN-PLATE SPLINE', 'VARIOGRAM']"
"Paper_3783","BAYESIAN PREDICTION OF DETERMINISTIC FUNCTIONS, WITH APPLICATIONS TO THE_design AND ANALYSIS OF computer_EXPERIMENTS","473","['COMPUTER MODELS', 'CORRELATION FUNCTION', 'CROSS-VALIDATION', 'ENTROPY', 'EXPERIMENTAL DESIGN', 'INTERPOLATION', 'KRIGING', 'OPTIMAL DESIGN', 'SPLINE FITTING', 'STOCHASTIC PROCESSES']"
"Paper_3790","EXACT PROPERTIES OF SOME EXACT TEST STATISTICS FOR COMPARING 2 BINOMIAL PROPORTIONS","108","[]"
"Paper_3796","NEWTON_RAPHSON AND EM ALGORITHMS FOR LINEAR MIXED_EFFECTS_model for REPEATED_MEASURES DATA","510","[]"
"Paper_3802","RESIDUALS IN Generalized_LINEAR_MODELS","165","[]"
"Paper_3825","CONCAVITY OF THE LOG LIKELIHOOD","102","[]"
"Paper_3834","A new_skewed link model for dichotomous quantal response data","106","['Bayes factor', 'Bayesian hierarchical model', 'informative prior', 'latent variable', 'Markov chain Monte Carlo', 'posterior distribution']"
"Paper_3853","OPTIMAL confidence_SETS, BIOEQUIVALENCE, AND THE LIMACON OF PASCAL","44","['BAYES ESTIMATION', 'DECISION THEORY', 'FREQUENTIST ESTIMATION', 'HYPOTHESIS TESTING', 'UNIFORMLY MOST ACCURATE', 'UNIFORMLY MOST POWERFUL']"
"Paper_3856","ON THE ADJUSTMENT OF GROSS FLOW ESTIMATES FOR CLASSIFICATION_error WITH APPLICATION TO DATA FROM THE CANADIAN LABOR_FORCE SURVEY","16","['BIAS CORRECTION', 'CHI-SQUARED TESTS', 'EPSILON-RESPONSE CONTAMINATION MODELS', 'REINTERVIEW DATA', 'RESPONSE PROBABILITY', 'SENSITIVITY ANALYSIS']"
"Paper_3862","SMOOTHING SPLINE DENSITY_ESTIMATION A dimensionsLESS AUTOMATIC ALGORITHM","37","['CROSS-VALIDATION', 'DENSITY ESTIMATION', 'PENALIZED LIKELIHOOD', 'PERFORMANCE-ORIENTED ITERATION', 'SMOOTHING PARAMETER', 'SYMMETRIZED KULLBACK-LEIBLER']"
"Paper_3868","estimation A MULTIVARIATE proportional_hazard model FOR CLUSTERED DATA USING THE EM ALGORITHM, WITH AN APPLICATION TO CHILD survival_IN GUATEMALA","90","['FRAILTY', 'INFANT AND CHILD MORTALITY', 'MIXTURE MODELS', 'RANDOM EFFECTS']"
"Paper_3886","HIGH BREAKDOWN_POINT ESTIMATES OF REGRESSION BY MEANS OF THE MINIMIZATION OF AN EFFICIENT SCALE","171","[]"
"Paper_3889","SUPREMUM VERSIONS OF THE LOG_RANK AND Generalized_WILCOXON STATISTICS","81","[]"
"Paper_3890","TESTS FOR PATTERNED ALTERNATIVES IN K_SAMPLE PROBLEMS","76","[]"
"Paper_3899","PARAMETRIC empirical_BAYES INFERENCE THEORY AND APPLICATIONS","848","[]"
"Paper_3932","Improvements on cross_validation: The .632+ bootstrap method","1048","['classification', 'cross-validation bootstrap', 'prediction rule']"
"Paper_3941","Modeling and inference with upsilon_spherical_distribution","90","['Bayesian inference', 'continuous multivariate distributions', 'exponential power distributions', 'inference robustness', 'location-scale models', 'skewness', 'spherical distributions']"
"Paper_3953","NONPARAMETRIC_ESTIMATION OF mean FUNCTIONALS WITH DATA MISSING AT RANDOM","198","['ASYMPTOTIC NORMALITY', 'IGNORABLE TREATMENT ASSIGNMENT', 'MISSING AT RANDOM', 'MISSING DATA', 'NONPARAMETRIC KERNEL REGRESSION']"
"Paper_3957","LOCALLY adaptive_BANDWIDTH CHOICE FOR KERNEL REGRESSION_ESTIMATORS","104","['LOCAL BANDWIDTH SELECTION', 'NONPARAMETRIC CURVE ESTIMATION', 'PLUG-IN ESTIMATOR', 'SMOOTHING']"
"Paper_3959","ON estimation A SURVIVAL_CURVE SUBJECT TO A UNIFORM STOCHASTIC ORDERING CONSTRAINT","23","['CONSISTENCY', 'ESTIMATION', 'INADMISSIBILITY', 'NONPARAMETRIC', 'RECURSIVE', 'RELIABILITY']"
"Paper_3961","PATTERN_MIXTURE_model for MULTIVARIATE INCOMPLETE DATA","620","['EM ALGORITHM', 'IMPUTATION', 'MAXIMUM LIKELIHOOD', 'MISSING VALUES', 'MONOTONE MISSING DATA', 'MULTIPLE IMPUTATION', 'NONRESPONSE']"
"Paper_3963","ON PRINCIPAL HESSIAN DIRECTIONS FOR DATA VISUALIZATION AND dimension_REDUCTION ANOTHER APPLICATION OF STEINS LEMMA","418","['PROJECTION PURSUIT', 'SLICED INVERSE REGRESSION', 'STATISTICAL GRAPHICS', 'STEINS LEMMA']"
"Paper_3985","L_ESTIMATION FOR LINEAR_MODELS","101","[]"
"Paper_4027","A fully_automated bandwidth_selection method for fitting additive model","53","['additive model', 'automatic bandwidth selection', 'housing prices', 'local polynomial regression', 'variance estimation']"
"Paper_4028","local_linear quantile regression","385","['bandwidth selection', 'conditional quantile', 'kernel estimator', 'local linear regression', 'reference chart', 'rule of thumb']"
"Paper_4029","Box_type approximations in nonparametric factorial_design","154","['chi-squared approximation', 'heteroscedastic errors', 'nonparametric factorial designs', 'quadratic forms', 'robust analysis of variance']"
"Paper_4032","Bounds on treatment_effects from studies with imperfect compliance","245","['causal models', 'latent variables', 'linear programming', 'noncompliance']"
"Paper_4037","estimation Bayes factors via posterior simulation with the Laplace_Metropolis_ESTIMATOR","163","['compound Laplace-Metropolis estimator', 'integrated likelihood', 'marginal likelihood', 'Markov chain Monte Carlo', 'random-effects model', 'World Fertility Survey']"
"Paper_4043","Marginal likelihood from the Gibbs output","981","['Bayes factor', 'estimation of normalizing constant', 'finite mixture models', 'linear regression', 'Markov chain Monte Carlo', 'Markov mixture model', 'multivariate density estimation', 'numerical standard error', 'probit regression', 'reduced conditional density']"
"Paper_4046","local_POLYNOMIAL KERNEL REGRESSION FOR Generalized_LINEAR_modelAND QUASI_LIKELIHOOD FUNCTIONS","238","['BANDWIDTH', 'BOUNDARY EFFECTS', 'LOCAL LIKELIHOOD', 'LOGISTIC REGRESSION', 'NONPARAMETRIC REGRESSION', 'POISSON REGRESSION']"
"Paper_4048","THE STATIONARY BOOTSTRAP","1128","['APPROXIMATE CONFIDENCE LIMIT', 'TIME SERIES']"
"Paper_4055","survival_TREES BY GOODNESS OF SPLIT","187","['CLASSIFICATION AND REGRESSION TREE', 'REGRESSION TREES', 'SURVIVAL ANALYSIS']"
"Paper_4058","LINEAR LOGISTIC Latent_CLASS ANALYSIS FOR POLYTOMOUS DATA","104","['BIOASSAY', 'EM ALGORITHM', 'LOCAL STOCHASTIC (IN-)DEPENDENCE', 'MAXIMUM LIKELIHOOD METHOD', 'MIXED LOGISTIC REGRESSION', 'MIXTURE MULTINOMIAL', 'OCCUPATIONAL MOBILITY', 'PAIRED COMPARISONS WITH TIES']"
"Paper_4068","RISK ANALYSIS OF THE SPACE_SHUTTLE PRE_CHALLENGER PREDICTION OF FAILURE","72","[]"
"Paper_4070","BIVARIATE survival_model INDUCED BY FRAILTIES","536","[]"
"Paper_4103","APPROXIMATIONS FOR STANDARD_errors OF_ESTIMATOR OF FIXED AND random_effect IN MIXED LINEAR_MODELS","292","[]"
"Paper_4120","Safe and_effective importance sampling","196","['control variates', 'Monte Carlo', 'rare events', 'reliability', 'value at risk', 'variance reduction']"
"Paper_4123","Hypothesis testing in time_series via the empirical_characteristic function: A Generalized_spectral density approach","102","['asymptotic normality', 'bandwidth', 'empirical characteristic function', 'generalized spectral density', 'hypothesis testing', 'kernel function', 'nonlinear dependence', 'spectral density', 'time series']"
"Paper_4129","On_ESTIMATION of monotone and concave frontier functions","119","['asymptotic distribution', 'bias correction', 'confidence interval', 'data envelopment analysis', 'density support', 'frontier function']"
"Paper_4145","monte_carlo EM_ESTIMATION FOR time_series model INVOLVING COUNTS","174","['ASYMPTOTIC EFFICIENCY', 'GIBBS SAMPLER', 'LATENT PROCESS', 'MARKOV CHAIN TECHNIQUES', 'PARAMETER-DRIVEN MODELS', 'POLIO INCIDENCE SERIES']"
"Paper_4146","MODELING THE RELATIONSHIP OF survival_TO LONGITUDINAL DATA MEASURED WITH_error APPLICATIONS TO survival_AND CD4 COUNTS IN PATIENTS WITH AIDS","365","['LONGITUDINAL DATA', 'PROPORTIONAL HAZARDS MODEL', 'RANDOM COMPONENTS MODEL', 'SURVIVAL ANALYSIS']"
"Paper_4150","statistical_inference PROCEDURES FOR BIVARIATE ARCHIMEDEAN COPULAS","770","['ASYMPTOTIC DISTRIBUTION', 'DEPENDENCE FUNCTION', 'EMPIRICAL PROCESS', 'FRAILTY MODEL', 'KENDALL TAU', 'U-STATISTIC']"
"Paper_4180","variance FUNCTION_ESTIMATION","387","[]"
"Paper_4184","MARKOV GRAPHS","668","[]"
"Paper_4202","Transmission of pneumococcal carriage in families: A Latent_Markov_process model for binary longitudinal data","60","['Bayesian analysis', 'conditional independence modeling', 'data augmentation', 'Markov chain Monte Carlo', 'recurrent infection']"
"Paper_4219","Weighted semiparametric_ESTIMATION in regression analysis with missing covariate data","91","['case-control study', 'estimating equation', 'kernel smoother', 'logistic regression', 'measurement error model', 'missing at random']"
"Paper_4224","Identification of causal_effects using instrumental variable","2607","['compliers', 'intention-to-treat analysis', 'local average treatment effect', 'noncompliance', 'nonignorable treatment assignment', 'Rubin-causal-model', 'structural equation models']"
"Paper_4235","adaptive_SMOOTHING AND DENSITY_BASED test OF MULTIVARIATE NORMALITY","60","['ADAPTIVE', 'DENSITY ESTIMATION', 'MULTIVARIATE NORMALITY', 'SMOOTHING']"
"Paper_4239","MODELING AND FORECASTING UNITED_STATES MORTALITY","1361","['DEMOGRAPHY', 'FORECAST', 'LIFE EXPECTANCY', 'MORTALITY', 'POPULATION', 'PROJECTION']"
"Paper_4277","generalized_linear_models","35","[]"
"Paper_4285","Estimation of survival_functions under uniform stochastic ordering","21","['accelerated life testing', 'nonparametric estimation']"
"Paper_4290","A linear mixed_effects model with heterogeneity in the random_effect population","374","['empirical Bayes', 'goodness-of-fit test', 'longitudinal model', 'mixture model', 'normality assumption']"
"Paper_4296","BAYESIAN DENSITY_ESTIMATION AND INFERENCE USING MIXTURES","1252","['KERNEL ESTIMATION', 'MIXTURES OF DIRICHLET PROCESSES', 'MULTIMODALITY', 'NORMAL MIXTURES', 'POSTERIOR SAMPLING', 'SMOOTHING PARAMETER ESTIMATION']"
"Paper_4298","SEMIPARAMETRIC EFFICIENCY IN MULTIVARIATE REGRESSION_modelWITH missing_data","840","['CORRELATED OUTCOMES', 'GENERALIZED ESTIMATING EQUATIONS', 'GENERALIZED LEAST SQUARES', 'MISSING AT RANDOM', 'LONGITUDINAL STUDIES']"
"Paper_4325","PREPIVOTING TEST STATISTICS A BOOTSTRAP VIEW OF ASYMPTOTIC REFINEMENTS","265","[]"
"Paper_4331","SAMPLE_SIZE DETERMINATION FOR SOME COMMON NONPARAMETRIC_TESTS","207","[]"
"Paper_4335","MULTIPLE IMPUTATION FOR INTERVAL_ESTIMATION FROM SIMPLE random_sample WITH IGNORABLE NONRESPONSE","418","[]"
"Paper_4343","estimation A POPULATION OF PARAMETER VALUES USING BAYES AND empirical_BAYES METHODS","143","[]"
"Paper_4359","Computational and inferential difficulties with mixture posterior_distribution.","353","['classification', 'label switching', 'loss functions', 'Markov chain Monte Carlo', 'nonidentifiability', 'simulated tempering']"
"Paper_4366","Reprojecting partially_observed systems with application to interest rate_diffusions","103","['efficient method of moments', 'nonlinear dynamic models', 'partially observed state', 'stochastic differential equations']"
"Paper_4372","The_effect of improper priors on Gibbs sampling in hierarchical linear_mixed_model","277","['animal breeding', 'compatibility', 'functional compatibility', 'improper posterior', 'Markov chain', 'Monte Carlo', 'variance components']"
"Paper_4381","BOOTSTRAP method FOR FINITE POPULATIONS","80","['CONFIDENCE INTERVAL', 'EDGEWORTH EXPANSION', 'EMPIRICAL POPULATION', 'PLUG-IN RULE', 'RESAMPLE', '2ND-ORDER CORRECT', 'SUBSAMPLE', 'SURVEY DATA']"
"Paper_4384","USE OF CUMULATIVE SUMS OF SQUARES FOR RETROSPECTIVE_detection OF CHANGES OF variance","731","['CUMULATIVE SUM OF SQUARES', 'MULTIPLE CHANGE POINTS', 'VARIANCE CHANGE']"
"Paper_4390","ORTHOGONAL ARRAY_BASED LATIN HYPERCUBES","479","['COMPUTER EXPERIMENTS', 'NUMERICAL INTEGRATION', 'ORTHOGONAL ARRAYS']"
"Paper_4408","DISCLOSURE CONTROL OF MICRODATA","84","[]"
"Paper_4419","AN ERROR_COMPONENTS model FOR PREDICTION OF COUNTY CROP AREAS USING SURVEY AND SATELLITE DATA","371","[]"
"Paper_4434","estimation optimal_TRANSFORMATIONS FOR MULTIPLE_REGRESSION AND CORRELATION","1014","[]"
"Paper_4450","PROJECTION PURSUIT REGRESSION","1271","[]"
"Paper_4456","method for estimation a conditional_distribution function","217","['absolutely regular', 'bandwidth', 'biased bootstrap', 'conditional distribution', 'kernel methods', 'local linear methods', 'local logistic methods', 'Nadaraya-Watson estimator', 'prediction', 'quantile estimation', 'time series analysis', 'weighted bootstrap']"
"Paper_4474","AN APPROACH TO statistical_SPATIAL_TEMPORAL model ING OF METEOROLOGICAL FIELDS","199","['BAYESIAN STATISTICS', 'CLIMATIC CHANGE', 'GAUSSIAN RANDOM FIELDS']"
"Paper_4480","EXPLORING REGRESSION STRUCTURE USING NONPARAMETRIC FUNCTIONAL_ESTIMATION","79","['KERNEL ESTIMATION', 'MODEL SELECTION', 'NONPARAMETRIC FUNCTIONAL ESTIMATION', 'NONPARAMETRIC REGRESSION']"
"Paper_4492","WEIGHTED LEAST_SQUARES_ESTIMATION FOR AALEN ADDITIVE RISK model","109","['ATOMIC BOMB SURVIVORS', 'GROUPED SURVIVAL DATA', 'MARTINGALE METHODS', 'MONTECARLO', 'MULTIVARIATE COUNTING PROCESSES', 'NONPROPORTIONAL HAZARDS']"
"Paper_4496","BOOTSTRAP TEST FOR DIFFERENCE BETWEEN MEANS IN NONPARAMETRIC REGRESSION","129","[]"
"Paper_4506","A NONPARAMETRIC APPROACH TO THE TRUNCATED REGRESSION PROBLEM","40","[]"
"Paper_4513","ESTIMATION OF A CONVEX DENSITY CONTOUR IN 2 dimension","86","[]"
"Paper_4521","PROPERTIES OF PREDICTORS IN MISSPECIFIED AUTOREGRESSIVE time_series model","51","[]"
"Paper_4525","UNIFORM CONSISTENCY OF KERNEL_ESTIMATOR OF A REGRESSION_function UNDER Generalized_CONDITIONS","52","[]"
"Paper_4551","Time_dependent spectral analysis of nonstationary time_series","93","['cross-validation', 'fast algorithms', 'local stationarity', 'time-frequency analysis', 'tree-based methods']"
"Paper_4557","Generalized_partially linear single_index model","612","['asymptotic theory', 'generalized linear models', 'kernel regression', 'local estimation', 'local polynomial regression', 'nonparametric regression', 'quasi-likelihood']"
"Paper_4565","A simple multivariate test for one_sided alternatives","55","['clinical trial', 'hypothesis test', 'multiple endpoints', 'order restrictions']"
"Paper_4568","Simulation_extrapolation: The measurement_error jackknife","172","['bias reduction', 'components of variance', 'extrapolation', 'linear regression', 'logistic regression', 'simulation', 'uniform minimum variance unbiased estimation', 'variance estimation']"
"Paper_4571","2_STAGE LEAST_SQUARES_ESTIMATION OF AVERAGE CAUSAL_effectS IN model with VARIABLE TREATMENT INTENSITY","470","['INSTRUMENTAL VARIABLES', 'RUBIN CAUSAL MODEL', 'SCHOOLING', 'WAGES']"
"Paper_4578","survival_ANALYSIS OF THE GAMMA_RAY BURST DATA","20","['CUMULATIVE EVENT RATES', 'GAMMA-RAY BURSTS', 'HAZARD RATE MODELING', 'LYNDEN-BELL METHOD', 'TRUNCATED DATA']"
